dataset,method,depth,n_trials,tune_val,test_acc,test_std,val_acc,num_seeds,params
citeseer,AllSetformerII,16,30,75.00,73.49,1.20,75.00,10,"{'lr': 0.01, 'wd': 0.0, 'dropout': 0.7, 'MLP_hidden': 128, 'restart_alpha': 0.4, 'lamda': 0.5, 'heads': 8, 'MLP_num_layers': 1, 'decoder_num_layers': 1, 'normalization': 'bn'}"
citeseer,AllSetformerII,2,30,73.87,71.88,1.52,73.87,10,"{'lr': 0.01, 'wd': 0.0, 'dropout': 0.30000000000000004, 'MLP_hidden': 128, 'restart_alpha': 0.3, 'lamda': 1.0, 'heads': 8, 'MLP_num_layers': 1, 'decoder_num_layers': 1, 'normalization': 'bn'}"
citeseer,AllSetformerII,32,32,75.00,73.39,1.07,75.00,10,"{'lr': 0.001, 'wd': 1e-05, 'dropout': 0.4, 'MLP_hidden': 256, 'restart_alpha': 0.45, 'lamda': 1.5, 'heads': 1, 'MLP_num_layers': 1, 'decoder_num_layers': 1, 'normalization': 'ln'}"
citeseer,AllSetformerII,4,30,74.76,73.08,1.11,74.76,10,"{'lr': 0.01, 'wd': 0.0, 'dropout': 0.6000000000000001, 'MLP_hidden': 128, 'restart_alpha': 0.5, 'lamda': 1.0, 'heads': 1, 'MLP_num_layers': 1, 'decoder_num_layers': 1, 'normalization': 'bn'}"
citeseer,AllSetformerII,64,32,74.56,72.31,1.76,74.56,10,"{'lr': 0.05, 'wd': 0.0001, 'dropout': 0.5, 'MLP_hidden': 64, 'restart_alpha': 0.4, 'lamda': 2.0, 'heads': 8, 'MLP_num_layers': 1, 'decoder_num_layers': 1, 'normalization': 'ln'}"
citeseer,AllSetformerII,8,30,75.36,73.67,0.98,75.36,10,"{'lr': 0.001, 'wd': 0.0, 'dropout': 0.5, 'MLP_hidden': 128, 'restart_alpha': 0.45, 'lamda': 0.5, 'heads': 1, 'MLP_num_layers': 1, 'decoder_num_layers': 1, 'normalization': 'bn'}"
citeseer,AllSetformer,16,30,21.18,20.07,2.21,21.18,10,"{'lr': 0.005, 'wd': 0.001, 'dropout': 0.30000000000000004, 'MLP_hidden': 512, 'heads': 4, 'MLP_num_layers': 1, 'decoder_num_layers': 2, 'normalization': 'ln'}"
citeseer,AllSetformer,2,30,72.26,71.04,0.98,72.26,10,"{'lr': 0.001, 'wd': 0.0001, 'dropout': 0.4, 'MLP_hidden': 128, 'heads': 8, 'MLP_num_layers': 1, 'decoder_num_layers': 1, 'normalization': 'bn'}"
citeseer,AllSetformer,32,32,21.18,20.72,1.20,21.18,10,"{'lr': 0.005, 'wd': 0.001, 'dropout': 0.30000000000000004, 'MLP_hidden': 64, 'heads': 1, 'MLP_num_layers': 2, 'decoder_num_layers': 2, 'normalization': 'ln'}"
citeseer,AllSetformer,4,30,70.65,67.52,1.77,70.65,10,"{'lr': 0.001, 'wd': 0.0, 'dropout': 0.1, 'MLP_hidden': 128, 'heads': 1, 'MLP_num_layers': 2, 'decoder_num_layers': 1, 'normalization': 'ln'}"
citeseer,AllSetformer,64,32,21.22,19.84,2.11,21.22,10,"{'lr': 0.001, 'wd': 1e-05, 'dropout': 0.7, 'MLP_hidden': 64, 'heads': 1, 'MLP_num_layers': 1, 'decoder_num_layers': 2, 'normalization': 'ln'}"
citeseer,AllSetformer,8,30,67.31,64.42,2.66,67.31,10,"{'lr': 0.001, 'wd': 0.0, 'dropout': 0.0, 'MLP_hidden': 64, 'heads': 8, 'MLP_num_layers': 1, 'decoder_num_layers': 2, 'normalization': 'ln'}"
citeseer,HGNNII,16,30,75.64,73.96,1.01,75.64,10,"{'lr': 0.01, 'wd': 0.0, 'dropout': 0.7, 'MLP_hidden': 256, 'restart_alpha': 0.3, 'lamda': 1.5}"
citeseer,HGNNII,2,60,75.28,74.40,0.94,75.28,10,"{'lr': 0.005, 'wd': 1e-05, 'dropout': 0.7, 'MLP_hidden': 256, 'restart_alpha': 0.3, 'lamda': 0.5}"
citeseer,HGNNII,32,32,75.56,73.86,1.36,75.56,10,"{'lr': 0.005, 'wd': 0.0001, 'dropout': 0.4, 'MLP_hidden': 128, 'restart_alpha': 0.5, 'lamda': 1.5}"
citeseer,HGNNII,4,30,75.24,73.56,1.52,75.24,10,"{'lr': 0.005, 'wd': 0.0, 'dropout': 0.7, 'MLP_hidden': 64, 'restart_alpha': 0.35000000000000003, 'lamda': 0.5}"
citeseer,HGNNII,64,32,75.76,73.93,0.87,75.76,10,"{'lr': 0.005, 'wd': 0.0001, 'dropout': 0.2, 'MLP_hidden': 256, 'restart_alpha': 0.45, 'lamda': 1.0}"
citeseer,HGNNII,8,30,75.60,74.05,1.29,75.60,10,"{'lr': 0.005, 'wd': 0.0, 'dropout': 0.6000000000000001, 'MLP_hidden': 64, 'restart_alpha': 0.35000000000000003, 'lamda': 0.5}"
citeseer,HGNN,16,30,69.57,67.95,2.35,69.57,10,"{'lr': 0.001, 'wd': 1e-05, 'dropout': 0.4, 'MLP_hidden': 256}"
citeseer,HGNN,2,60,75.16,72.95,0.86,75.16,10,"{'lr': 0.005, 'wd': 1e-05, 'dropout': 0.1, 'MLP_hidden': 256}"
citeseer,HGNN,32,32,58.94,54.84,4.04,58.94,10,"{'lr': 0.001, 'wd': 0.0, 'dropout': 0.0, 'MLP_hidden': 64}"
citeseer,HGNN,4,30,73.75,72.45,1.27,73.75,10,"{'lr': 0.001, 'wd': 1e-05, 'dropout': 0.30000000000000004, 'MLP_hidden': 256}"
citeseer,HGNN,64,32,37.48,28.01,5.61,37.48,10,"{'lr': 0.01, 'wd': 0.0, 'dropout': 0.1, 'MLP_hidden': 128}"
citeseer,HGNN,8,30,72.62,69.87,1.74,72.62,10,"{'lr': 0.005, 'wd': 1e-05, 'dropout': 0.6000000000000001, 'MLP_hidden': 256}"
citeseer,HNHNII,16,30,75.60,74.47,1.08,75.01,10,"{'lr': 0.01, 'wd': 0.0, 'dropout': 0.7, 'MLP_hidden': 128, 'HNHN_alpha': 0.0, 'HNHN_beta': -0.5, 'restart_alpha': 0.45, 'lamda': 1.0}"
citeseer,HNHNII,2,30,74.48,73.55,1.38,74.05,10,"{'lr': 0.01, 'wd': 0.0, 'dropout': 0.7, 'MLP_hidden': 128, 'HNHN_alpha': 0.0, 'HNHN_beta': -1.0, 'restart_alpha': 0.35000000000000003, 'lamda': 0.5}"
citeseer,HNHNII,32,30,75.81,74.38,1.33,75.07,10,"{'lr': 0.005, 'wd': 0.0, 'dropout': 0.7, 'MLP_hidden': 256, 'HNHN_alpha': 0.0, 'HNHN_beta': -0.5, 'restart_alpha': 0.45, 'lamda': 1.5}"
citeseer,HNHNII,4,30,75.20,73.97,1.13,74.63,10,"{'lr': 0.001, 'wd': 1e-05, 'dropout': 0.7, 'MLP_hidden': 256, 'HNHN_alpha': -0.5, 'HNHN_beta': -0.5, 'restart_alpha': 0.5, 'lamda': 0.5}"
citeseer,HNHNII,64,30,75.93,75.01,1.32,75.02,10,"{'lr': 0.005, 'wd': 0.0, 'dropout': 0.7, 'MLP_hidden': 256, 'HNHN_alpha': -1.0, 'HNHN_beta': -1.0, 'restart_alpha': 0.15000000000000002, 'lamda': 1.5}"
citeseer,HNHNII,8,30,75.60,74.20,1.36,74.94,10,"{'lr': 0.005, 'wd': 0.0001, 'dropout': 0.7, 'MLP_hidden': 64, 'HNHN_alpha': 0.0, 'HNHN_beta': 0.0, 'restart_alpha': 0.3, 'lamda': 0.5}"
citeseer,HNHN,16,30,21.78,22.22,3.32,22.84,10,"{'lr': 0.05, 'wd': 0.0, 'dropout': 0.0, 'MLP_hidden': 128, 'HNHN_alpha': 0.0, 'HNHN_beta': -0.5}"
citeseer,HNHN,2,30,71.74,70.93,1.17,72.04,10,"{'lr': 0.01, 'wd': 0.001, 'dropout': 0.7, 'MLP_hidden': 256, 'HNHN_alpha': -1.0, 'HNHN_beta': 0.0}"
citeseer,HNHN,32,32,21.18,20.07,2.21,21.18,10,"{'lr': 0.005, 'wd': 0.001, 'dropout': 0.30000000000000004, 'MLP_hidden': 64, 'HNHN_alpha': -1.5, 'HNHN_beta': 0.0}"
citeseer,HNHN,4,30,63.85,62.79,1.92,63.57,10,"{'lr': 0.005, 'wd': 0.0001, 'dropout': 0.4, 'MLP_hidden': 256, 'HNHN_alpha': 0.0, 'HNHN_beta': -1.0}"
citeseer,HNHN,64,32,21.18,20.74,1.21,21.18,10,"{'lr': 0.005, 'wd': 0.001, 'dropout': 0.30000000000000004, 'MLP_hidden': 64, 'HNHN_alpha': -1.5, 'HNHN_beta': 0.0}"
citeseer,HNHN,8,30,57.00,54.95,1.38,56.73,10,"{'lr': 0.001, 'wd': 0.0, 'dropout': 0.30000000000000004, 'MLP_hidden': 256, 'HNHN_alpha': -1.0, 'HNHN_beta': -0.5}"
citeseer,HyperGCNII,16,30,75.76,74.58,1.11,75.76,10,"{'lr': 0.005, 'wd': 0.0, 'dropout': 0.30000000000000004, 'MLP_hidden': 64, 'restart_alpha': 0.2, 'lamda': 0.5, 'HyperGCN_lazy': True}"
citeseer,HyperGCNII,2,30,74.72,72.15,0.82,74.72,10,"{'lr': 0.005, 'wd': 0.0001, 'dropout': 0.4, 'MLP_hidden': 512, 'restart_alpha': 0.2, 'lamda': 0.5, 'HyperGCN_lazy': True}"
citeseer,HyperGCNII,32,32,76.21,73.95,1.11,76.21,10,"{'lr': 0.005, 'wd': 0.0001, 'dropout': 0.5, 'MLP_hidden': 256, 'restart_alpha': 0.15000000000000002, 'lamda': 1.0, 'HyperGCN_lazy': True}"
citeseer,HyperGCNII,4,30,75.20,73.57,0.89,75.20,10,"{'lr': 0.005, 'wd': 0.0, 'dropout': 0.2, 'MLP_hidden': 256, 'restart_alpha': 0.4, 'lamda': 0.5, 'HyperGCN_lazy': False}"
citeseer,HyperGCNII,64,32,76.17,73.91,0.96,76.17,10,"{'lr': 0.005, 'wd': 0.0, 'dropout': 0.5, 'MLP_hidden': 64, 'restart_alpha': 0.4, 'lamda': 2.0, 'HyperGCN_lazy': False}"
citeseer,HyperGCNII,8,30,75.60,73.94,1.05,75.60,10,"{'lr': 0.001, 'wd': 1e-05, 'dropout': 0.2, 'MLP_hidden': 256, 'restart_alpha': 0.4, 'lamda': 1.5, 'HyperGCN_lazy': False}"
citeseer,HyperGCN,16,30,48.75,45.59,5.38,48.75,10,"{'lr': 0.001, 'wd': 1e-05, 'dropout': 0.1, 'MLP_hidden': 256}"
citeseer,HyperGCN,2,32,75.64,73.83,0.95,75.64,10,"{'lr': 0.001, 'wd': 0.0, 'dropout': 0.1, 'MLP_hidden': 256}"
citeseer,HyperGCN,32,32,25.36,22.32,3.04,25.36,10,"{'lr': 0.05, 'wd': 1e-05, 'dropout': 0.0, 'MLP_hidden': 128}"
citeseer,HyperGCN,4,30,73.39,71.97,2.25,73.39,10,"{'lr': 0.001, 'wd': 1e-05, 'dropout': 0.2, 'MLP_hidden': 256}"
citeseer,HyperGCN,64,32,23.95,20.94,2.46,23.95,10,"{'lr': 0.05, 'wd': 0.0001, 'dropout': 0.1, 'MLP_hidden': 64}"
citeseer,HyperGCN,8,30,62.48,55.07,11.84,62.48,10,"{'lr': 0.01, 'wd': 0.0001, 'dropout': 0.1, 'MLP_hidden': 128}"
citeseer,UniGCNII,16,30,76.05,73.36,1.50,76.05,10,"{'lr': 0.001, 'wd': 1e-05, 'dropout': 0.6000000000000001, 'MLP_hidden': 256, 'restart_alpha': 0.45, 'lamda': 2.0, 'input_drop': 0.4, 'activation': 'prelu', 'use_norm': False}"
citeseer,UniGCNII,2,30,74.80,73.06,1.11,74.80,10,"{'lr': 0.1, 'wd': 0.0, 'dropout': 0.5, 'MLP_hidden': 64, 'restart_alpha': 0.15000000000000002, 'lamda': 0.5, 'input_drop': 0.2, 'activation': 'relu', 'use_norm': True}"
citeseer,UniGCNII,32,32,76.33,74.52,1.06,76.33,10,"{'lr': 0.001, 'wd': 0.0, 'dropout': 0.0, 'MLP_hidden': 256, 'restart_alpha': 0.35000000000000003, 'lamda': 1.5, 'input_drop': 0.0, 'activation': 'prelu', 'use_norm': False}"
citeseer,UniGCNII,4,30,75.64,74.20,1.06,75.64,10,"{'lr': 0.05, 'wd': 0.0, 'dropout': 0.6000000000000001, 'MLP_hidden': 256, 'restart_alpha': 0.35000000000000003, 'lamda': 0.5, 'input_drop': 0.6, 'activation': 'prelu', 'use_norm': False}"
citeseer,UniGCNII,64,32,76.29,74.54,1.01,76.29,10,"{'lr': 0.01, 'wd': 0.0001, 'dropout': 0.7, 'MLP_hidden': 256, 'restart_alpha': 0.4, 'lamda': 1.0, 'input_drop': 0.2, 'activation': 'relu', 'use_norm': False}"
citeseer,UniGCNII,8,30,75.93,74.20,1.16,75.93,10,"{'lr': 0.005, 'wd': 1e-05, 'dropout': 0.0, 'MLP_hidden': 256, 'restart_alpha': 0.5, 'lamda': 0.5, 'input_drop': 0.0, 'activation': 'prelu', 'use_norm': False}"
citeseer,UniGCN,16,30,41.87,36.36,2.69,36.62,10,"{'MLP_hidden': 256, 'dropout': 0.0, 'use_norm': True}"
citeseer,UniGCN,2,30,74.36,72.75,1.44,73.68,10,"{'MLP_hidden': 512, 'dropout': 0.7, 'use_norm': False}"
citeseer,UniGCN,32,30,31.68,24.81,3.62,26.12,10,"{'MLP_hidden': 128, 'dropout': 0.30000000000000004, 'use_norm': True}"
citeseer,UniGCN,4,30,70.77,66.12,4.38,67.44,10,"{'MLP_hidden': 512, 'dropout': 0.5, 'use_norm': False}"
citeseer,UniGCN,64,30,27.54,21.11,1.31,21.69,10,"{'MLP_hidden': 256, 'dropout': 0.6000000000000001, 'use_norm': True}"
citeseer,UniGCN,8,30,52.09,45.28,5.68,46.07,10,"{'MLP_hidden': 512, 'dropout': 0.2, 'use_norm': True}"
20newsW100,AllSetformerII,16,16,81.68,81.52,0.38,81.56,10,"{'lr': 0.05, 'wd': 1e-05, 'dropout': 0.30000000000000004, 'MLP_hidden': 256, 'restart_alpha': 0.45, 'lamda': 0.5, 'heads': 4, 'MLP_num_layers': 2, 'decoder_num_layers': 1, 'normalization': 'ln'}"
20newsW100,AllSetformerII,2,30,81.62,81.34,0.38,81.31,10,"{'lr': 0.1, 'wd': 0.0, 'dropout': 0.5, 'MLP_hidden': 256, 'restart_alpha': 0.45, 'lamda': 2.0, 'heads': 1, 'MLP_num_layers': 1, 'decoder_num_layers': 2, 'normalization': 'bn'}"
20newsW100,AllSetformerII,32,5,81.71,81.34,0.43,81.59,10,"{'lr': 0.005, 'wd': 0.001, 'dropout': 0.4, 'MLP_hidden': 128, 'restart_alpha': 0.45, 'lamda': 1.0, 'heads': 8, 'MLP_num_layers': 1, 'decoder_num_layers': 2, 'normalization': 'ln'}"
20newsW100,AllSetformerII,4,26,81.59,81.28,0.42,81.43,10,"{'lr': 0.05, 'wd': 1e-05, 'dropout': 0.30000000000000004, 'MLP_hidden': 256, 'restart_alpha': 0.5, 'lamda': 0.5, 'heads': 4, 'MLP_num_layers': 1, 'decoder_num_layers': 1, 'normalization': 'ln'}"
20newsW100,AllSetformerII,64,24,81.64,81.41,0.40,81.51,10,"{'lr': 0.005, 'wd': 0.001, 'dropout': 0.2, 'MLP_hidden': 128, 'restart_alpha': 0.5, 'lamda': 1.0, 'heads': 8, 'MLP_num_layers': 1, 'decoder_num_layers': 2, 'normalization': 'ln'}"
20newsW100,AllSetformerII,8,10,81.65,81.43,0.45,81.58,10,"{'lr': 0.05, 'wd': 0.0001, 'dropout': 0.4, 'MLP_hidden': 64, 'restart_alpha': 0.3, 'lamda': 1.5, 'heads': 8, 'MLP_num_layers': 1, 'decoder_num_layers': 1, 'normalization': 'bn'}"
20newsW100,AllSetformer,16,16,33.88,33.49,0.60,33.85,10,"{'lr': 0.005, 'wd': 0.001, 'dropout': 0.4, 'MLP_hidden': 512, 'heads': 4, 'MLP_num_layers': 1, 'decoder_num_layers': 2, 'normalization': 'ln'}"
20newsW100,AllSetformer,2,30,81.69,81.48,0.36,81.49,10,"{'lr': 0.001, 'wd': 0.001, 'dropout': 0.1, 'MLP_hidden': 512, 'heads': 1, 'MLP_num_layers': 1, 'decoder_num_layers': 2, 'normalization': 'bn'}"
20newsW100,AllSetformer,32,9,33.88,33.49,0.60,33.85,10,"{'lr': 0.005, 'wd': 0.001, 'dropout': 0.30000000000000004, 'MLP_hidden': 64, 'heads': 1, 'MLP_num_layers': 2, 'decoder_num_layers': 2, 'normalization': 'ln'}"
20newsW100,AllSetformer,4,17,81.38,81.06,0.27,81.25,10,"{'lr': 0.001, 'wd': 0.0001, 'dropout': 0.0, 'MLP_hidden': 512, 'heads': 8, 'MLP_num_layers': 2, 'decoder_num_layers': 2, 'normalization': 'bn'}"
20newsW100,AllSetformer,64,26,33.88,33.49,0.60,33.85,10,"{'lr': 0.005, 'wd': 0.001, 'dropout': 0.30000000000000004, 'MLP_hidden': 64, 'heads': 1, 'MLP_num_layers': 2, 'decoder_num_layers': 2, 'normalization': 'ln'}"
20newsW100,AllSetformer,8,9,33.88,33.49,0.60,33.85,10,"{'lr': 0.005, 'wd': 0.001, 'dropout': 0.4, 'MLP_hidden': 512, 'heads': 4, 'MLP_num_layers': 1, 'decoder_num_layers': 2, 'normalization': 'ln'}"
20newsW100,HGNNII,16,8,81.22,80.98,0.41,81.09,10,"{'lr': 0.01, 'wd': 0.0, 'dropout': 0.5, 'MLP_hidden': 128, 'restart_alpha': 0.1, 'lamda': 1.0}"
20newsW100,HGNNII,2,30,81.34,80.97,0.37,81.17,10,"{'lr': 0.01, 'wd': 1e-05, 'dropout': 0.7, 'MLP_hidden': 128, 'restart_alpha': 0.5, 'lamda': 0.5}"
20newsW100,HGNNII,32,18,81.57,81.29,0.41,81.48,10,"{'lr': 0.1, 'wd': 1e-05, 'dropout': 0.30000000000000004, 'MLP_hidden': 128, 'restart_alpha': 0.5, 'lamda': 2.0}"
20newsW100,HGNNII,4,30,81.44,81.33,0.40,81.32,10,"{'lr': 0.05, 'wd': 0.0001, 'dropout': 0.30000000000000004, 'MLP_hidden': 64, 'restart_alpha': 0.45, 'lamda': 0.5}"
20newsW100,HGNNII,64,8,81.30,81.01,0.41,81.18,10,"{'lr': 0.01, 'wd': 0.0, 'dropout': 0.7, 'MLP_hidden': 64, 'restart_alpha': 0.4, 'lamda': 2.0}"
20newsW100,HGNNII,8,29,81.56,81.38,0.36,81.46,10,"{'lr': 0.05, 'wd': 1e-05, 'dropout': 0.5, 'MLP_hidden': 128, 'restart_alpha': 0.5, 'lamda': 0.5}"
20newsW100,HGNN,16,11,39.37,39.21,2.76,39.44,10,"{'lr': 0.005, 'wd': 0.001, 'dropout': 0.4, 'MLP_hidden': 512}"
20newsW100,HGNN,2,30,81.12,80.91,0.40,81.10,10,"{'lr': 0.05, 'wd': 0.0001, 'dropout': 0.7, 'MLP_hidden': 64}"
20newsW100,HGNN,32,18,36.71,35.65,1.17,36.08,10,"{'lr': 0.005, 'wd': 0.0, 'dropout': 0.4, 'MLP_hidden': 256}"
20newsW100,HGNN,4,30,80.83,80.73,0.31,80.78,10,"{'lr': 0.01, 'wd': 0.0001, 'dropout': 0.7, 'MLP_hidden': 128}"
20newsW100,HGNN,64,6,35.78,35.09,1.17,35.43,10,"{'lr': 0.005, 'wd': 0.001, 'dropout': 0.4, 'MLP_hidden': 128}"
20newsW100,HGNN,8,30,72.17,71.02,8.61,71.03,10,"{'lr': 0.005, 'wd': 1e-05, 'dropout': 0.2, 'MLP_hidden': 64}"
20newsW100,HNHNII,16,30,81.72,81.44,0.40,81.54,10,"{'lr': 0.01, 'wd': 1e-05, 'dropout': 0.7, 'MLP_hidden': 128, 'HNHN_alpha': -0.5, 'HNHN_beta': 0.0, 'restart_alpha': 0.45, 'lamda': 2.0}"
20newsW100,HNHNII,2,30,81.76,81.55,0.44,81.76,10,"{'lr': 0.01, 'wd': 0.001, 'dropout': 0.7, 'MLP_hidden': 256, 'HNHN_alpha': -1.5, 'HNHN_beta': -1.0, 'restart_alpha': 0.15000000000000002, 'lamda': 1.0}"
20newsW100,HNHNII,32,30,81.89,81.37,0.35,81.75,10,"{'lr': 0.05, 'wd': 0.0001, 'dropout': 0.6000000000000001, 'MLP_hidden': 256, 'HNHN_alpha': -0.5, 'HNHN_beta': -0.5, 'restart_alpha': 0.45, 'lamda': 1.5}"
20newsW100,HNHNII,4,30,81.80,81.48,0.40,81.54,10,"{'lr': 0.005, 'wd': 0.001, 'dropout': 0.6000000000000001, 'MLP_hidden': 128, 'HNHN_alpha': -1.5, 'HNHN_beta': -1.0, 'restart_alpha': 0.05, 'lamda': 0.5}"
20newsW100,HNHNII,64,30,81.85,81.37,0.35,81.56,10,"{'lr': 0.05, 'wd': 0.0, 'dropout': 0.5, 'MLP_hidden': 128, 'HNHN_alpha': -1.5, 'HNHN_beta': -1.0, 'restart_alpha': 0.35000000000000003, 'lamda': 1.0}"
20newsW100,HNHNII,8,30,81.83,81.76,0.46,81.78,10,"{'lr': 0.01, 'wd': 0.0001, 'dropout': 0.7, 'MLP_hidden': 256, 'HNHN_alpha': -1.5, 'HNHN_beta': -0.5, 'restart_alpha': 0.4, 'lamda': 0.5}"
20newsW100,HNHN,16,30,42.75,36.19,5.47,36.28,10,"{'lr': 0.01, 'wd': 0.0, 'dropout': 0.4, 'MLP_hidden': 512, 'HNHN_alpha': -1.5, 'HNHN_beta': -0.5}"
20newsW100,HNHN,2,30,81.49,81.14,0.52,81.09,10,"{'lr': 0.001, 'wd': 1e-05, 'dropout': 0.4, 'MLP_hidden': 64, 'HNHN_alpha': -1.0, 'HNHN_beta': -0.5}"
20newsW100,HNHN,32,30,33.88,33.49,0.60,33.85,10,"{'lr': 0.01, 'wd': 1e-05, 'dropout': 0.7, 'MLP_hidden': 256, 'HNHN_alpha': 0.0, 'HNHN_beta': -1.0}"
20newsW100,HNHN,4,30,81.31,81.24,0.38,81.30,10,"{'lr': 0.001, 'wd': 0.0001, 'dropout': 0.7, 'MLP_hidden': 512, 'HNHN_alpha': -1.5, 'HNHN_beta': 0.0}"
20newsW100,HNHN,64,30,33.88,33.49,0.60,33.85,10,"{'lr': 0.1, 'wd': 0.0, 'dropout': 0.2, 'MLP_hidden': 64, 'HNHN_alpha': -1.5, 'HNHN_beta': -1.0}"
20newsW100,HNHN,8,30,78.51,77.56,0.77,77.85,10,"{'lr': 0.005, 'wd': 0.0, 'dropout': 0.0, 'MLP_hidden': 128, 'HNHN_alpha': -1.0, 'HNHN_beta': -1.0}"
20newsW100,HyperGCNII,16,17,81.70,81.66,0.50,81.69,10,"{'lr': 0.005, 'wd': 0.0001, 'dropout': 0.5, 'MLP_hidden': 512, 'restart_alpha': 0.15000000000000002, 'lamda': 1.5, 'HyperGCN_lazy': True}"
20newsW100,HyperGCNII,2,30,81.67,81.47,0.44,81.49,10,"{'lr': 0.005, 'wd': 0.0001, 'dropout': 0.7, 'MLP_hidden': 512, 'restart_alpha': 0.5, 'lamda': 1.5, 'HyperGCN_lazy': False}"
20newsW100,HyperGCNII,32,32,81.80,81.51,0.38,81.67,10,"{'lr': 0.05, 'wd': 0.0001, 'dropout': 0.7, 'MLP_hidden': 256, 'restart_alpha': 0.25, 'lamda': 0.5, 'HyperGCN_lazy': False}"
20newsW100,HyperGCNII,4,30,81.85,81.45,0.35,81.42,10,"{'lr': 0.005, 'wd': 0.0001, 'dropout': 0.5, 'MLP_hidden': 512, 'restart_alpha': 0.15000000000000002, 'lamda': 0.5, 'HyperGCN_lazy': False}"
20newsW100,HyperGCNII,64,32,81.74,81.60,0.48,81.61,10,"{'lr': 0.01, 'wd': 0.0, 'dropout': 0.4, 'MLP_hidden': 256, 'restart_alpha': 0.35000000000000003, 'lamda': 0.5, 'HyperGCN_lazy': True}"
20newsW100,HyperGCNII,8,30,81.69,81.46,0.40,81.45,10,"{'lr': 0.005, 'wd': 0.0, 'dropout': 0.7, 'MLP_hidden': 512, 'restart_alpha': 0.3, 'lamda': 1.0, 'HyperGCN_lazy': False}"
20newsW100,HyperGCN,16,29,34.45,33.49,0.60,33.85,10,"{'lr': 0.1, 'wd': 0.001, 'dropout': 0.7, 'MLP_hidden': 256}"
20newsW100,HyperGCN,2,30,81.75,81.45,0.48,81.60,10,"{'lr': 0.05, 'wd': 1e-05, 'dropout': 0.6000000000000001, 'MLP_hidden': 128}"
20newsW100,HyperGCN,32,32,33.99,33.55,0.62,33.91,10,"{'lr': 0.05, 'wd': 0.0, 'dropout': 0.5, 'MLP_hidden': 64}"
20newsW100,HyperGCN,4,30,81.91,81.72,0.44,81.77,10,"{'lr': 0.01, 'wd': 0.001, 'dropout': 0.6000000000000001, 'MLP_hidden': 256}"
20newsW100,HyperGCN,64,28,34.02,33.57,0.58,33.94,10,"{'lr': 0.1, 'wd': 0.001, 'dropout': 0.0, 'MLP_hidden': 64}"
20newsW100,HyperGCN,8,30,80.57,80.38,0.47,80.70,10,"{'lr': 0.01, 'wd': 0.0001, 'dropout': 0.30000000000000004, 'MLP_hidden': 128}"
20newsW100,UniGCNII,16,7,81.24,81.07,0.46,81.05,10,"{'lr': 0.1, 'wd': 0.001, 'dropout': 0.2, 'MLP_hidden': 64, 'restart_alpha': 0.35000000000000003, 'lamda': 2.0, 'input_drop': 0.0, 'activation': 'relu', 'use_norm': True}"
20newsW100,UniGCNII,2,30,81.35,81.08,0.36,81.16,10,"{'lr': 0.005, 'wd': 0.0001, 'dropout': 0.2, 'MLP_hidden': 64, 'restart_alpha': 0.45, 'lamda': 2.0, 'input_drop': 0.2, 'activation': 'relu', 'use_norm': True}"
20newsW100,UniGCNII,32,18,81.38,81.27,0.37,81.30,10,"{'lr': 0.1, 'wd': 0.001, 'dropout': 0.30000000000000004, 'MLP_hidden': 256, 'restart_alpha': 0.35000000000000003, 'lamda': 1.0, 'input_drop': 0.2, 'activation': 'relu', 'use_norm': False}"
20newsW100,UniGCNII,4,30,81.35,81.20,0.47,81.24,10,"{'lr': 0.05, 'wd': 1e-05, 'dropout': 0.2, 'MLP_hidden': 128, 'restart_alpha': 0.45, 'lamda': 0.5, 'input_drop': 0.4, 'activation': 'relu', 'use_norm': True}"
20newsW100,UniGCNII,64,16,81.45,81.27,0.44,81.31,10,"{'lr': 0.05, 'wd': 0.001, 'dropout': 0.1, 'MLP_hidden': 256, 'restart_alpha': 0.45, 'lamda': 2.0, 'input_drop': 0.2, 'activation': 'relu', 'use_norm': True}"
20newsW100,UniGCNII,8,30,81.49,81.24,0.40,81.34,10,"{'lr': 0.05, 'wd': 1e-05, 'dropout': 0.2, 'MLP_hidden': 256, 'restart_alpha': 0.45, 'lamda': 0.5, 'input_drop': 0.4, 'activation': 'prelu', 'use_norm': True}"
20newsW100,UniGCN,16,30,33.88,33.49,0.60,33.85,10,"{'MLP_hidden': 64, 'dropout': 0.2, 'use_norm': True}"
20newsW100,UniGCN,2,30,80.14,79.35,1.23,79.53,10,"{'MLP_hidden': 512, 'dropout': 0.2, 'use_norm': False}"
20newsW100,UniGCN,32,30,33.88,33.49,0.60,33.85,10,"{'MLP_hidden': 256, 'dropout': 0.0, 'use_norm': True}"
20newsW100,UniGCN,4,30,53.34,51.26,5.69,51.66,10,"{'MLP_hidden': 256, 'dropout': 0.0, 'use_norm': False}"
20newsW100,UniGCN,64,30,33.88,33.49,0.60,33.85,10,"{'MLP_hidden': 128, 'dropout': 0.0, 'use_norm': True}"
20newsW100,UniGCN,8,30,33.88,33.49,0.60,33.85,10,"{'MLP_hidden': 256, 'dropout': 0.2, 'use_norm': True}"
cora,AllSetformerII,16,28,80.16,78.05,1.06,79.85,10,"{'lr': 0.001, 'wd': 0.0001, 'dropout': 0.2, 'MLP_hidden': 512, 'restart_alpha': 0.3, 'lamda': 0.5, 'heads': 4, 'MLP_num_layers': 1, 'decoder_num_layers': 1, 'normalization': 'ln'}"
